 	intensity	1.3838	7	MIP_10x_id8878_f-f_cre-pos_slide-2_slice-6.czi_slices-1.tif
1	29.445
2	29.698
3	26.716
4	28.863
5	25.692
6	26.514
7	28.755
8	30.242
9	32.680
10	32.304
11	33.036
12	31.674
13	36.028
14	36.330
15	34.552
16	31.260
17	31.615
18	30.712
19	34.150
20	32.647
21	37.437
22	36.821
23	36.506
24	38.311
25	38.272
26	38.332
27	37.572
28	32.355
29	32.792
30	34.508
31	32.923
32	33.401
33	32.866
34	34.832
35	39.375
36	39.427
37	33.573
38	35.670
39	33.943
40	34.100
41	34.446
42	36.741
43	40.073
44	36.424
45	36.130
46	35.744
47	39.779
48	42.382
49	44.597
50	40.588
51	41.759
52	44.918
53	44.081
54	46.619
55	54.591
56	54.785
57	47.899
58	47.009
59	49.188
60	47.071
61	47.296
62	48.145
63	51.559
64	45.628
65	45.008
66	53.298
67	54.480
68	57.279
69	49.141
70	50.213
71	48.425
72	49.000
73	45.518
74	47.221
75	49.170
76	53.429
77	48.922
78	49.839
79	53.147
80	52.355
81	45.834
82	47.257
83	54.033
84	55.133
85	53.875
86	54.904
87	47.036
88	50.519
89	56.403
90	56.276
91	51.309
92	53.603
93	54.407
94	58.737
95	63.033
96	55.062
97	61.922
98	67.547
99	62.939
100	62.464
101	71.895
102	76.624
103	68.810
104	63.028
105	63.199
106	71.614
107	75.698
108	73.365
109	73.281
110	71.894
111	69.947
112	75.018
113	78.669
114	79.639
115	70.784
116	81.612
117	79.712
118	82.168
119	85.881
120	83.112
121	73.513
122	75.418
123	76.265
124	86.975
125	79.834
126	76.636
127	75.826
128	83.478
129	85.851
130	96.871
131	99.631
132	98.307
133	103.748
134	102.534
135	107.793
136	116.547
137	120.386
138	105.164
139	98.741
140	85.222
141	90.556
142	94.540
143	93.382
144	105.131
145	114.806
146	97.665
147	91.480
148	86.618
149	88.905
150	94.869
151	96.993
152	96.605
153	90.003
154	99.358
155	127.523
156	161.167
157	150.431
158	128.380
159	124.854
160	109.665
161	100.995
162	92.649
163	79.327
164	72.328
165	85.307
166	90.067
167	75.208
168	66.464
169	80.013
170	81.903
171	77.486
172	78.664
173	84.032
174	82.551
175	75.066
176	76.210
177	91.685
178	108.245
179	106.368
180	80.714
181	77.834
182	77.697
183	70.175
184	75.612
185	82.079
186	73.493
187	80.063
188	79.261
189	78.006
190	73.607
191	73.696
192	73.063
193	80.544
194	74.862
195	76.276
196	75.200
197	70.462
198	80.075
199	80.927
200	76.904
201	80.369
202	79.867
203	81.295
204	82.058
205	87.561
206	96.023
207	109.794
208	108.202
209	92.447
210	86.745
211	82.936
212	76.787
213	80.496
214	76.151
215	83.021
216	95.193
217	88.340
218	84.171
219	83.001
220	82.466
221	79.324
222	81.169
223	82.336
224	82.808
225	79.454
226	79.608
227	85.274
228	81.633
229	78.857
230	76.242
231	84.257
232	85.897
233	88.377
234	84.638
235	86.786
236	86.305
237	81.011
238	79.726
239	82.375
240	80.430
241	84.549
242	83.432
243	81.417
244	81.505
245	83.556
246	86.806
247	82.716
248	82.542
249	88.087
250	87.087
251	86.648
252	87.228
253	78.204
254	80.521
255	76.713
256	78.826
257	81.256
258	75.501
259	70.091
260	69.019
261	73.775
262	75.828
263	81.235
264	77.001
265	81.266
266	78.633
