 	intensity	1.3838	4	MIP_10x_id8878_f-f_cre-pos_slide-2_slice-6.czi_slices-1.tif
1	9.442
2	9.678
3	8.486
4	8.422
5	8.821
6	7.914
7	8.380
8	8.152
9	10.243
10	12.527
11	14.742
12	18.114
13	20.586
14	21.985
15	25.116
16	27.214
17	25.700
18	27.844
19	27.237
20	28.392
21	29.148
22	30.316
23	30.769
24	28.204
25	29.139
26	29.758
27	31.262
28	28.448
29	30.506
30	31.088
31	30.550
32	32.096
33	30.912
34	31.642
35	33.275
36	34.963
37	34.936
38	34.865
39	38.448
40	40.942
41	38.634
42	36.570
43	41.124
44	40.731
45	34.598
46	33.523
47	34.242
48	30.757
49	35.223
50	33.943
51	31.897
52	34.298
53	34.258
54	31.548
55	31.614
56	30.070
57	32.195
58	33.113
59	31.911
60	29.601
61	26.521
62	27.606
63	30.097
64	31.824
65	32.550
66	36.927
67	38.309
68	36.414
69	35.864
70	38.820
71	38.113
72	36.185
73	38.835
74	35.762
75	34.193
76	35.285
77	37.233
78	37.968
79	36.837
80	38.236
81	42.772
82	40.933
83	38.130
84	41.410
85	39.256
86	40.334
87	39.646
88	39.597
89	39.311
90	42.339
91	37.040
92	42.511
93	46.713
94	43.597
95	39.153
96	44.696
97	43.375
98	44.036
99	46.002
100	40.621
101	43.953
102	45.559
103	41.440
104	42.489
105	44.418
106	47.920
107	52.245
108	50.592
109	47.386
110	47.861
111	50.493
112	44.177
113	47.413
114	48.586
115	49.365
116	46.143
117	44.837
118	48.823
119	50.883
120	47.077
121	49.831
122	50.768
123	53.928
124	48.854
125	51.676
126	60.711
127	56.990
128	60.249
129	55.951
130	50.372
131	51.485
132	62.291
133	67.997
134	61.223
135	57.294
136	67.054
137	73.369
138	71.167
139	78.775
140	73.722
141	73.159
142	69.730
143	76.011
144	75.946
145	77.415
146	78.860
147	74.411
148	78.519
149	72.296
150	71.442
151	78.292
152	81.597
153	78.227
154	99.787
155	115.991
156	113.620
157	88.266
158	83.291
159	81.246
160	68.744
161	72.841
162	76.850
163	82.343
164	74.187
165	75.954
166	73.706
167	77.236
168	84.420
169	84.030
170	75.058
171	69.851
172	71.861
173	69.640
174	74.557
175	84.331
176	79.073
177	85.691
178	89.880
179	89.291
180	82.761
181	85.165
182	78.894
183	77.386
184	81.492
185	87.359
186	85.366
187	83.301
188	81.882
189	77.848
190	80.394
191	82.454
192	78.744
