 	intensity	1.3838	1	MIP_10x_id8878_f-f_cre-pos_slide-2_slice-6.czi_slices-1.tif
1	25.493
2	27.493
3	27.366
4	30.358
5	31.829
6	30.413
7	28.044
8	27.871
9	27.032
10	30.726
11	29.072
12	30.065
13	29.703
14	29.137
15	30.334
16	31.275
17	32.930
18	31.436
19	32.847
20	29.253
21	31.118
22	30.565
23	30.072
24	29.456
25	28.757
26	27.546
27	26.333
28	30.925
29	33.083
30	33.357
31	33.346
32	30.396
33	29.383
34	31.332
35	31.514
36	30.379
37	31.562
38	36.756
39	40.172
40	41.891
41	37.345
42	36.261
43	35.360
44	36.949
45	36.576
46	40.094
47	39.363
48	44.984
49	43.157
50	38.446
51	42.362
52	45.630
53	46.400
54	35.044
55	38.274
56	36.123
57	36.268
58	39.066
59	39.150
60	39.072
61	37.953
62	39.180
63	47.037
64	43.641
65	47.188
66	42.077
67	42.142
68	39.496
69	42.108
70	40.388
71	46.144
72	42.306
73	40.588
74	42.267
75	48.700
76	48.077
77	46.267
78	46.876
79	51.271
80	57.844
81	53.818
82	53.691
83	52.210
84	49.137
85	53.051
86	54.882
87	61.489
88	57.562
89	53.911
90	51.427
91	48.662
92	56.706
93	59.740
94	62.749
95	52.884
96	56.583
97	60.862
98	55.144
99	65.182
100	64.869
101	70.900
102	71.999
103	68.663
104	67.608
105	70.203
106	68.712
107	56.853
108	54.529
109	63.713
110	71.138
111	82.152
112	76.777
113	68.691
114	63.413
115	70.368
116	68.384
117	76.608
118	79.091
119	75.091
120	71.357
121	74.583
122	71.185
123	65.864
124	64.723
125	69.704
126	76.209
127	77.864
128	72.595
129	77.378
130	70.707
131	66.220
132	75.593
133	79.995
134	76.759
135	67.803
136	69.170
137	72.000
138	82.448
139	85.366
140	90.316
141	93.173
142	80.183
143	77.536
144	82.217
145	72.612
146	62.607
147	66.985
148	72.166
149	77.547
150	78.079
151	72.380
152	67.685
153	69.118
154	62.962
155	66.542
156	67.719
157	67.598
158	71.615
159	71.865
160	66.423
161	60.829
162	65.043
163	67.582
164	69.182
165	74.972
166	72.439
167	75.823
168	75.587
169	67.923
170	64.256
171	64.355
172	60.790
173	65.435
174	63.088
175	64.402
176	60.127
177	60.642
178	66.671
179	73.037
180	70.283
181	60.607
182	62.573
183	70.996
184	66.428
185	71.750
186	79.353
187	77.000
188	67.620
189	65.747
190	59.463
191	61.686
192	66.164
193	64.993
194	73.993
195	77.781
196	74.542
197	70.243
198	61.525
199	65.956
200	59.208
201	65.504
202	73.072
203	65.742
204	66.673
205	68.469
206	64.173
207	68.533
208	62.142
209	65.169
210	72.958
211	68.309
212	60.294
213	61.498
214	62.161
215	65.868
216	58.627
217	62.543
218	59.664
219	60.694
220	60.160
221	67.072
222	68.980
223	65.273
224	66.871
225	64.294
226	63.469
227	67.646
228	67.344
229	64.126
230	68.033
231	71.316
232	72.670
233	67.318
234	64.760
235	70.068
236	69.561
237	70.485
238	67.841
239	69.065
240	69.254
241	65.078
242	63.136
243	67.597
244	68.455
245	71.611
246	74.190
247	64.690
248	65.973
249	65.004
250	67.270
251	66.749
252	63.400
253	69.608
254	65.469
255	67.870
256	85.616
257	86.352
258	75.217
259	77.523
260	79.360
261	76.806
262	73.580
263	74.947
264	72.574
265	71.884
266	76.151
267	68.997
268	72.672
269	79.353
270	83.333
271	90.458
272	102.146
273	97.122
274	96.718
275	92.770
276	93.100
277	96.143
278	89.909
279	85.343
280	81.583
281	84.525
282	86.929
283	83.428
284	87.468
285	84.631
286	87.212
287	85.485
288	80.737
289	91.358
290	93.448
291	96.099
292	93.160
293	95.821
294	93.045
295	92.328
296	97.025
297	97.371
298	98.280
299	91.495
300	95.119
301	94.043
302	94.641
